Response,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Housing_Data. 1,Housing_Data. 2,Housing_Data. 3,"3.1.1. Commercial product(i.e. mobile/web app, visualization)","3.1.2. City (i.e. reports, Government studies)","3.1.1 Education(i.e. K-12, college, university)","3.1.4 Media(i.e. newspaper article, blog post, tv/radio interview)","3.1.5 Personal(i.e. hobbyist, personal development)","3.1.6. Research(i.e. academic, projects, post grad, thesis)","3.2.1. Commercial product(i.e. mobile/web app, visualization)","3.2.2. City  (i.e. reports, Government studies)","3.2.3. Education(i.e. K-12, college, university)","3.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","3.2.5. Personal(i.e. hobbyist, personal development)","3.2.6. Research(i.e. academic, projects, post grad, thesis)","3.3.1.  Commercial product(i.e. mobile/web app, visualization)","3.3.2.  City (i.e. reports, Government studies)","3.3.3.  Education(i.e. K-12, college, university)","3.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","3.3.5.Personal(i.e. hobbyist, personal development)","3.3.6. Research(i.e. academic, projects, post grad, thesis)",Poverty_Data. 1,Poverty_Data. 2,Poverty_Data. 3,"5.1.1. Commercial product(i.e. mobile/web app, visualization)","5.1.2. City (i.e. reports, Government studies)","5.1.3. Education(i.e. K-12, college, university)","5.1.4.  Media(i.e. newspaper article, blog post, tv/radio interview)","5.1.5. Personal(i.e. hobbyist, personal development)","5.1.6. Research(i.e. academic, projects, post grad, thesis)","5.2.1. Commercial product(i.e. mobile/web app, visualization)","5.2.2. City (i.e. reports, Government studies)","5.2.3. Education(i.e. K-12, college, university)","5.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","5.2.5. Personal(i.e. hobbyist, personal development)","5.2.6. Research(i.e. academic, projects, post grad, thesis)","5.3.1. Commercial product(i.e. mobile/web app, visualization)","5.3.2. City (i.e. reports, Government studies)","5.3.3. Education(i.e. K-12, college, university)","5.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","5.3.5. Personal(i.e. hobbyist, personal development)","5.3.6. Research(i.e. academic, projects, post grad, thesis)",Mobility_Data. 1,Mobility_Data. 2,Mobility_Data. 3,"7.1.1. Commercial product(i.e. mobile/web app, visualization)","7.1.2. City (i.e. reports, Government studies)","7.1.3. Education(i.e. K-12, college, university)","7.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.1.5. Personal(i.e. hobbyist, personal development)","7.1.6. Research(i.e. academic, projects, post grad, thesis)","7.2.1. Commercial product(i.e. mobile/web app, visualization)","7.2.2. City  (i.e. reports, Government studies)","7.2.3. Education(i.e. K-12, college, university)","7.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.2.5. Personal(i.e. hobbyist, personal development)","7.2.6. Research(i.e. academic, projects, post grad, thesis)","7.3.1. Commercial product(i.e. mobile/web app, visualization)","7.3.2. City (i.e. reports, Government studies)","7.3.3. Education(i.e. K-12, college, university)","7.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.3.5. Personal(i.e. hobbyist, personal development)","7.3.6. Research(i.e. academic, projects, post grad, thesis)",Fiscal_Data. 1,Fiscal_Data. 2,Fiscal_Data. 3,"9.1.1. Commercial product(i.e. mobile/web app, visualization)","9.1.2. City (i.e. reports, Government studies)","9.1.3. Education(i.e. K-12, college, university)","9.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.1.5. Personal(i.e. hobbyist, personal development)","9.1.6. Research(i.e. academic, projects, post grad, thesis)","9.2.1. Commercial product(i.e. mobile/web app, visualization)","9.2.2. City (i.e. reports, Government studies)","9.2.3. Education(i.e. K-12, college, university)","9.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.2.5. Personal(i.e. hobbyist, personal development)","9.2.6. Research(i.e. academic, projects, post grad, thesis)","9.3.1. Commercial product(i.e. mobile/web app, visualization)","9.3.2. City (i.e. reports, Government studies)","9.3.3. Education(i.e. K-12, college, university)","9.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.3.5. Personal(i.e. hobbyist, personal development)","9.3.6. Research(i.e. academic, projects, post grad, thesis)",Climate_Data. 1,Climate_Data. 2,Climate_Data. 3,"11.1.1. Commercial product(i.e. mobile/web app, visualization)","11.1.2. City&nbsp (i.e. reports, Government studies)","11.1.3. Education(i.e. K-12, college, university)","11.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.1.5. Personal(i.e. hobbyist, personal development)","11.1.6. Research(i.e. academic, projects, post grad, thesis)","11.2.1. Commercial product(i.e. mobile/web app, visualization)","11.2.2. City&nbsp (i.e. reports, Government studies)","11.2.3. Education(i.e. K-12, college, university)","11.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.2.5. Personal(i.e. hobbyist, personal development)","11.2.6. Research(i.e. academic, projects, post grad, thesis)","11.3.1. Commercial product(i.e. mobile/web app, visualization)","11.3.2. City&nbsp (i.e. reports, Government studies)","11.3.3. Education(i.e. K-12, college, university)","11.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.3.5. Personal(i.e. hobbyist, personal development)","11.3.6. Research(i.e. academic, projects, post grad, thesis)"
34,,"Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)",,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,Childcare,Income distribution by housing type,Wages by neighbourhood,,,,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",Deaths/injuries by ward,Percentage of cycle infrastructure per ward,Percentage of protected cycle infrastructure by ward,,"City (i.e. reports, Government studies)",,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,Air quality /sources of emissions above per ward,Largest source emitters of pollution ghg by ward,Tree canopy by ward,,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
35,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GHG inventory,Geographic distribution of GHG emissions,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,
36,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recycling efficacy and accountability,Reduce ghg policies,Uniform definition now one term can have different meanings,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
37,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)",,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",property price data across the city,applications to increase rents and the reason why,,"Commercial product(i.e. mobile/web app, visualization)",,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)",,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,childcare providers location,fresh food/produce providers location,,,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,injuries/fatalities by intersection,presto data - where trips begin and end,,,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,pollutants,"temperatures, windspeeds at various points throughout the city (more than just the airports)",,,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,"Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,
38,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Amount of affordable housing currently available,Number of people in need of affordable housing,Number of vacant properties in the city (AirBnb's and sublets included),,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",Price of healthy basics (veg) in various locations,Distances to cheapest healthy basics (travel time on foot),,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,What mobility requirements are not being met for disabled residents,What neighbourhoods are in a transit vacuum,What provisions are made for access during construction,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",Relationships of Contractors to the City,Map of where tax dollars are spent,map of service locations,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",worst polluters in the city,,,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,
39,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)",,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Vacant or unsused government owned or privately owned sites zoned for residential,Vacancy rates by building,Value provided by affordable housing to the CIty and its citizens (Could be average market rent less rent actually paid = value to CIty),,"City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",Living wage data for different household types by areas of the City,Transit isochrone maps,Food isochrone maps,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Land use maps showing greenhouse gas emission and polutant levels,,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,
40,,"Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,"annually, the number of residents of the municipality whose income is below the municipal poverty line","annually, the % change in the number of residents with income below the municipal poverty line","annually, audited expenditure on Poverty Reduction by programme and % administration expense.",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carbon emissions,Air quality,Pollinators,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)"
42,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",MLS data,"sales of tear downs , are they skewing average price and ranges?",size/price of rentals,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",job losses by building permit ( conversions of employment lands to residential),"transit times and hours of service keyed to income by area, are poor areas served as well as the more affluent?","education opportunities by area, are night school opportunities located at convenience of student or convenience of the institution?","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)","actual distances of travel caused by obstructions like valleys and railways, since TTC service is based on distance to neareszt stop",elevation changes and actual road distance for cyclists,"widths of pedestrian bridges and paths to identify those without adequate clearance due to bollards, or to allow devices to operate in both directins simultaneously",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,annual growth of infrastucture deficit,20 year comparison of basket of city goods and services to determine TRUE tax increase since fewer services are now in the base tax and more are charged as extras.  True tax increase rate is thus much higher than advertised for low income reesidents.,"Basket of services comparisons by ward, how much goes to each area when some get sidewalk and leaf clearing",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,"TRUE NET CARBON released by urban forest ( not the amount captured alone, the amount released by tree removal is larger than the captured amount, but that number is suppressed)","Worst building lists, worst air quality sites","Best practice discount for buildings, start small and increase the discount as rate increases on worst buildings",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,
43,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What city vehicles have speed limiters and at what speed are they set.,What percentage of city buildings have solar panels.,What percentage of city streets could low speed electric vehicles be driven on if council approved their use.,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
44,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emissions from combustion engines, both gas &diesel. Include cars, trucks, planes, trains & marine.",Also emissions from buildings furnaces using oil &/or natural gas.,,"Commercial product(i.e. mobile/web app, visualization)",,,,,,"Commercial product(i.e. mobile/web app, visualization)",,,,,,,,,,,
45,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)",,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Cost of rent compared to income.,Cost of ownership compared to income.,Cost to economy for long commutes for lower income.,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",Ability to grow or obtain nutritious food.,Access to childcare.,Inequality of income.,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implications of climate refugees into Canada.,Protection of habitat for all species.,Health impacts to humans.,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
46,,,"Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)",,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Public Transit,One-Way streets,Connected Bike Lanes,,"City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,,,,,,,,,,,,,,,,,,,,,,,,,How much renewable energy is used vs. fossil fuels,Waste to Energy projects,"Biochar, biochar........biochar",,"City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,,,
47,,,,"Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ spent on city advertising and communications - to media and public,"The tendering process - actual $ spent over the tendered cost of contracts, all amendments",Public $ spent itemized on non-inclusive not for profit agencies,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,New laws legislation & planned enforcement - operating budget - applicatable to industrial/commercial businesses.,Make if personal:  actions - use less air cooling - best practice for waste disposal - especially from rental units,Effects on health.,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)"
48,,"Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)",,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,"Data related to precarious employment (e.g., proportion who are precariously employed)",The cost of food in the City of Toronto,Clear indicators showing how the Poverty Reduction Strategy has reduced poverty in Toronto,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenhouse gas emissions generated from food intake among City of Toronto residents,Resident knowledge of climate change and strategies to adapt and mitigate,Clear evaluation of strategies to date and their impact on climate change,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)"
